assignee.name,created,creator.name,description,issuetype.name,priority.name,reporter.name,resolutiondate,status.id,status.name,status.statusCategory.name,summary,updated,key,storypoints,project,sprint
2. Go to the Expressions Pane and add new expressions
3. Type anything in for the name

Actual Result:
Text color and background color too similar hard to read

Expected Result:
Should be readable

Note:
Duplicate of bug Ti-Stud 426 that was against the Win platform",Bug,Low,nhuynh,2012-10-11T16:38:20.000+0000,6,Closed,Done,"Linux: Adding new expresssions name is not readable, the background and text color is too similar",2012-10-27T01:16:42.000+0000,TISTUD-483,8.0,tistud,
ingo,2011-06-29T09:51:41.000+0000,ingo,"In order to be consistent across products, we should rename instances of *Utils classes to drop the 's,' i.e. MobileUsageUtils -> MobileUsageUtil",Story,High,ingo,2011-06-29T17:22:00.000+0000,6,Closed,Done,"Rename ""*Utils"" classes to ""*Util""",2014-06-22T12:49:16.000+0000,TISTUD-481,1.0,tistud,
mxia,2011-06-29T09:47:45.000+0000,ingo,This might also test Studio capabilities (i.e. debugging on/off),Story,High,ingo,2011-07-08T15:04:04.000+0000,6,Closed,Done,Add unit tests for login/logout logic,2014-06-22T12:49:01.000+0000,TISTUD-480,1.0,tistud,
sgibly,2011-06-29T09:40:08.000+0000,ingo,Add unit tests for both classes.,Story,High,ingo,2011-07-07T16:58:54.000+0000,6,Closed,Done,Add unit tests for TiAppModel and TiManifestModel,2014-06-22T12:48:54.000+0000,TISTUD-474,1.0,tistud,
ingo,2011-06-17T03:31:23.000+0000,sagarcool89,We want interface Builder integrated with the Titanium studio next release.,Story,Medium,sagarcool89,2011-06-17T09:07:05.000+0000,6,Closed,Done,We want interface Builder integrated with the Titanium studio next release.,2012-02-21T23:45:30.000+0000,TISTUD-454,1.0,tistud,
sgibly,2011-06-10T17:03:26.000+0000,emerriman,"Description:
While testing studio, it was noted that new deployment targets could not be added to an existing project. For example, a project created for an Android deployment had the iOS targets grayed out.

It is possible to manually edit TiApp.xml to set targets to true. This enables the ""run on simulator"" for iOS, and in my test was able to launch the project in the simulator. 

Steps to reproduce:
1) Create a new Titanium Mobile project in Studio
2) Select ""Android"" as the only deployment target
3) When the project is created, open TiApp.xml and note that only Android is available to select/deselect
4) Open the pure xml tab of TiApp.xml and set deploy target for iOS to ""true""

Result:
Your project can be launched in the simulator, but installed on device will launch then quit and has no icon.

Expected:
Either no ability to add or remove targets after project creation or the ability to add with the same default structure as during project creation.

Suggested solution:

* user checks platform option in tiapp.xml
* Call platform script to initialize new platform. This would (most likely) add another build folder, and copy several resources into a specific location
* Update tiapp.xml with reference to new platform
* Validate project specifics as per what we would do in the new project wizard
* Suggest we don't _remove_ platform support...alerting the user we can't remove platform support for a project if they try to uncheck a box.",Improvement,High,emerriman,2012-06-18T16:17:56.000+0000,6,Closed,Done,Allow users to add new platform targets after project creation ,2012-09-05T17:11:17.000+0000,TISTUD-448,13.0,tistud,2012 Sprint 12
pinnamuri,2011-06-06T12:44:07.000+0000,dtoth,"h1. Feature
Support specifying the ""Abstracted LCD density"" of an Android Virtual Device in the ""Debug Configuration"" in Titanium Studio. Also add the field to the Titanium preference page to support a default value.

Right now, only the API, Screen, and Log level can be changed. By adding this additional field, it would be easier for developers to test multiple densities.

h2. Associated Helpdesk Ticket
http://appc.me/c/APP-692888 ",Improvement,Low,dtoth,,1,Open,To Do,Support specifying the density of the emulator,2015-04-13T17:00:32.000+0000,TISTUD-434,13.0,tistud,
mxia,2011-06-02T19:29:53.000+0000,mschmulen,allow a ruble to contributing the image for a template see attached picture,Story,Low,mschmulen,2011-12-06T17:57:34.000+0000,6,Closed,Done,Allow a ruble to contribute the image for a template,2012-02-24T16:40:48.000+0000,TISTUD-428,1.0,tistud,
mxia,2011-05-29T16:47:00.000+0000,pdowsett,"Note: discussed with Ingo today by email.

Currently, TiStudio shows the user's email address in the bottom right hand corner of the IDE. This may not be good for users wishing to publish public demo or training videos, as it reveals their email address to everyone.

Consider either replacing this with their devcenter display name (this may be desirable, as it links the video to their devcenter identity, which will possibly be useful later on when the developer marketplace goes live), or replacing it with a ""logged in"" or ""logged out"" message/indicator.

",Story,Medium,pdowsett,2011-06-10T16:44:00.000+0000,6,Closed,Done,Hide user email address at bottom right hand corner of IDE,2012-01-10T09:03:41.000+0000,TISTUD-421,1.0,tistud,
klindsey,2011-05-25T16:51:10.000+0000,klindsey,"When creating and importing a titanium mobile project, we should copy the api.jsca file for the SDK being used by that project. If the api.jsca file does not exist, then we should fall back to the api.jsca in the timobile plugin. Also, if the SDK version is changed while editing a tiapp.xml file, we should update the api.jsca, if necessary, when the tiapp.xml file is saved.",Story,Medium,klindsey,2011-05-25T16:53:44.000+0000,6,Closed,Done,Use mobile project's active SDK api.jsca file,2012-08-13T15:58:09.000+0000,TISTUD-406,1.0,tistud,
ingo,2011-05-24T15:52:29.000+0000,rblalock,"In Titanium Developer the console output color codes the info, debug, and warn logging functions.  It's very handy when scrolling through to see what is what.  You can also filter out the 3 types of logging if you just want to see, info, or info + debug, or info + warn.",Story,Medium,rblalock,2011-10-20T16:31:25.000+0000,6,Closed,Done,"Color code console output for Ti.API.info, debug, warn and console filtering",2012-06-14T15:26:42.000+0000,TISTUD-400,1.0,tistud,
sgibly,2011-05-17T03:25:11.000+0000,babelfisch,"If I try to create a new project and the App ID contains a dash character like this:

{{net.example.project-hd}}

... Titanium Studio RC1 reports an error:

{color:red}Malformed App Id (example: com.companyname.appname){color}

But the dash character *is allowed* in the App ID. It works also in previous versions of Titanium Developer and Apple accepts apps with this App IDs.

This is an big show stopper because I'm not able to import my old projects with dash characters in the App ID.",Bug,Critical,babelfisch,2012-03-21T10:49:55.000+0000,6,Closed,Done,App ID with dash/hyphen - Malformed App Id error,2012-06-15T13:59:15.000+0000,TISTUD-415,3.0,tistud,2012 Sprint 06
mxia,2011-05-15T04:05:16.000+0000,josteinaj,"Only the ""Window""-menu is available, the ""Help""-menu is not showing, which makes it impossible to update to a newer SDK.",Bug,Medium,josteinaj,2012-09-07T13:35:39.000+0000,6,Closed,Done,Help menu not showing in Ubuntu 11.04,2012-12-10T23:25:45.000+0000,TISTUD-383,8.0,tistud,2012 Sprint 18
mculpepper,2011-05-13T16:44:36.000+0000,pdowsett,"When testing Continuous Builds, it is very useful to be able to easily differentiate between each day's release, and also the official releases.  Currently, however, only one version of each SDK can exist for TiStudio at one time using the ""Install Titanium SDK from URL"" feature. The workaround is to download and extract the packages to the SDK directory manually.

The suggestion is to append the date to the end of the SDK version number (most likely by simply naming the SDK directory to reflect this format). Thus, the package:

http://builds.appcelerator.com.s3.amazonaws.com/mobile/1_6_X/mobilesdk-1.6.3-20110418162355-linux.zip

would be shown in the TiApp editor as:

1.6.3-20110418

To add weight to the argument for this feature, Marshall has also agreed that it would be extremely useful.",Story,Medium,pdowsett,2011-06-21T11:49:59.000+0000,6,Closed,Done,"Request for ""Install Titanium SDK from URL"" to install Continuous Builds under directories reflecting their dates, to distinguish them from major releases in the TiApp editor",2012-09-26T22:25:26.000+0000,TISTUD-380,1.0,tistud,
mxia,2011-05-13T08:46:40.000+0000,klindsey,"I'm not sure how this looks on other platforms, but on Ubuntu 9.10, the ""Deployment Targets"" label is centered vertically with all of the deploy targets. This makes the first item look like it is associated with the previous item in the dialog (see attached). Older screenshots show the deploy targets running horizontally. If these are supposed to be vertical, then I would justify the label to the top instead of centering it.",Story,Low,klindsey,2011-05-16T14:07:55.000+0000,6,Closed,Done,Label adjustment for deploy targets in new mobile project wizard,2012-08-13T15:47:46.000+0000,TISTUD-373,1.0,tistud,
klindsey,2011-05-05T06:50:09.000+0000,thebrousse,"The code-assist show icons that are active or grayed in order to inform the developer if a property (or function) is supported on a specific browser. While this is useful when developing web pages, it has no added value on mobile applications.

There are however android and iPhone (which is very ugly by the way) icons. But those must be activated in the *Editors* Preference window. (see screenshot)

* The default setting should be (Android and iPhone) for Mobile projects.
* And no icons for Desktop projects.",Story,Low,thebrousse,2011-11-14T09:13:52.000+0000,6,Closed,Done,Code-assist icons should not be IE and Firefox on mobile projects (or at all),2012-06-14T15:28:51.000+0000,TISTUD-358,1.0,tistud,
mxia,2011-05-04T18:31:33.000+0000,jwitt,"When you first boot Titanium Studio, there is an introductory splash screen, then a screen with the loading bar. The location of the screen jumps a couple of pixels in the transition from the first to the second.
",Bug,Trivial,jwitt,2012-10-04T22:34:44.000+0000,6,Closed,Done,Splash screen jumps,2012-11-05T20:53:32.000+0000,TISTUD-357,5.0,tistud,
mxia,2011-05-03T13:49:05.000+0000,jwitt,"After clicking Login, the Loading bar bumps both buttons and the Email
and Password fields up a few pixels.
",Bug,Trivial,jwitt,2012-10-04T22:29:40.000+0000,6,Closed,Done,Loading bar displaces Login / Cancel buttons and Email / Password fields,2012-10-08T17:38:49.000+0000,TISTUD-355,5.0,tistud,2012 Sprint 20
ayeung,2011-05-02T09:57:33.000+0000,ayeung,"Send analytic pings for project creation, launch simulator, packaging etc...",Story,Medium,ayeung,2011-05-24T17:10:56.000+0000,6,Closed,Done,Add pings to HTML5 events,2012-12-13T22:29:52.000+0000,TISTUD-348,1.0,tistud,
ingo,2011-05-01T15:09:59.000+0000,tomaszj,"After a workspace switch, TiStudio downloads SDKs again, what is a lengthy and annoying task.",Story,Medium,tomaszj,2011-05-03T17:13:31.000+0000,6,Closed,Done,Titanium Studio downloads SDK updates again after workspace switch,2012-01-10T09:03:49.000+0000,TISTUD-346,1.0,tistud,
mstepanov,2011-04-28T11:02:36.000+0000,nhuynh,"1. Click the debug view
2. Debug perspective > Breakpoints tab > right click > import breakpoints

Actual Result:
Does nothing

Expected Result:
Allow the user to import breakpoint files
",Story,Trivial,nhuynh,2011-05-20T15:05:11.000+0000,6,Closed,Done,Enable importing breakpoint files,2012-01-10T09:03:40.000+0000,TISTUD-339,1.0,tistud,
mxia,2011-04-26T13:12:13.000+0000,rblalock,"When using self-invoking functions, sometimes the outline view doesn't show the break down of what is inside.  Here is a good example:  https://img.skitch.com/20110426-t2xyeearhr1hkg4xbhpc82jbqs.jpg

{code}
var SomeTest = {
	test: function(arg) {
		var test = arg;
		return test;
	},
	selfInvoked: (function() {
		var api = {};
		api.test = 'test';
		api.someMethod = function() {
			var blah = 'test';
			return blah;
		};
		return api;
	})()
};

var someOtherTest = (function() {
	var api = {};
	api.test = 'test';
	api.someMethod = function() {
		var blah = 'test';
		return blah;
	};
	return api;
})();
{code}",Bug,High,rblalock,2012-04-05T10:07:57.000+0000,6,Closed,Done,Outline window doesn't always show javascript object outlines for self-invoking functions,2012-06-14T15:28:58.000+0000,TISTUD-336,8.0,tistud,2012 Sprint 07
ingo,2011-04-26T12:53:40.000+0000,rblalock,"In most eclipse based IDE's you can command + click a method, var, property, etc. and it will jump to the source.  If the source is in another file it will open the file and go to the source.  This actually works right now in PHP with TiStudio.  Having this for the javascript context would be wonderful.",Story,Medium,rblalock,2011-04-26T12:55:00.000+0000,6,Closed,Done,"Command + Click method, var, etc. jump to source",2012-03-08T14:10:22.000+0000,TISTUD-335,1.0,tistud,
mstepanov,2011-04-26T07:46:10.000+0000,ingo,"Similar to Android support, add the option to launch a debugger on the emulated device. See ""run on emulator"" for relevant device configuration options.

Ticket is for integrating the run/debug configurations into Studio. Actual debugger work would be handled by BlackBerry team.",Story,High,ingo,2011-05-12T15:25:39.000+0000,6,Closed,Done,Add BlackBerry Debug on Emulator,2013-01-03T00:52:55.000+0000,TISTUD-327,1.0,tistud,
ingo,2011-04-26T07:00:07.000+0000,ingo,Similar to Android. A little icon (16px x 16px) to display in the various menus that indicates run/deploy/packaging,Story,Medium,ingo,2011-05-06T14:29:20.000+0000,6,Closed,Done,Create Blackberry icon for run/deploy/packaging,2012-08-13T15:51:59.000+0000,TISTUD-325,1.0,tistud,
sgibly,2011-04-26T06:58:49.000+0000,ingo,"Packaging scripts similar to Android and iPhone workflow, and will appear under the ""packaging"" button in App Explorer/Project Explorer.

# Check that signing keys exist (both Blackberry and user's. If not, direct them to Preference page)
# Set save location for final packaged file via Browse... button.
# Run builder.py script with appropriate arguments to complete packaging process
",Story,Medium,ingo,2013-06-19T21:05:33.000+0000,6,Closed,Done,"Add BlackBerry ""Package for Distribution"" wizard",2013-06-19T21:05:33.000+0000,TISTUD-324,1.0,tistud,
sgibly,2011-04-26T06:55:11.000+0000,ingo,"# Check to see that the user has installed the three Blackberry keys. If not, direct them to the preference page where they can set that up (TISTUD-321)
# If you haven't created a private key yet, SignatureTool will appear and ask to create a private key
# If the user has created a private key, the wizard may ask for a passphrase before installing to device

We may need to prompt the user as for emulation too. One the emulator launches, suggest showing a pop-up (which may be dismissed in future runs) that shows the user how to start their app:

""Locate your application in the ""Downloads"" section of the main Blackberry menu. You can do this by hitting the Blackberry key on the device, selecting the ""Downloads"" folder, and selecting your application.""",Story,Medium,ingo,2013-06-19T21:04:59.000+0000,6,Closed,Done,"Add BlackBerry ""Install To Device""",2013-06-19T21:04:59.000+0000,TISTUD-323,1.0,tistud,
sgibly,2011-04-26T06:50:32.000+0000,ingo,"Similar to Android, BlackBerry needs to point to an installed version of the blackberry SDK. By default, this will be Titanium Studio, so we can pre-fill the value. However, the user should be allowed the option to configure this value if it happens to be something other than the default (i.e. they have installed the tools in a different version of Eclipse). This might be necessary as the BlackBerry tools require a 32-bit JRE, and a user might be using Eclipse 64-bit.",Story,Medium,ingo,2013-06-19T21:05:13.000+0000,6,Closed,Done,Add option to configure BlackBerry SDK in preferences,2013-06-19T21:05:13.000+0000,TISTUD-322,1.0,tistud,
sgibly,2011-04-26T06:47:02.000+0000,ingo,"Suggest having this information on the Titanium Preference page, and if a user needs to configure it, send them there.

Text:
RIM requires that all applications sent to a device must be signed with their 3 keys and the user's private key. [Get Keys] links to https://www.blackberry.com/SignedKeys/. Remember your PIN, as you'll need it the first time you generate the private key when you sign the application.

Form Field:

BlackBerry Key Directory: Allows the user to browse to the folder on disk containing the three signing keys.
Passphrase: ? Unsure if we need a passphrase text box

Add help link to Titanium Studio Wiki with additional install instructions, as shown here: http://developer.appcelerator.com/doc/blackberry/getting-started-beta-preview",Story,High,ingo,2013-06-19T21:04:46.000+0000,6,Closed,Done,Add options to configure BlackBerry signing keys in Preferences,2013-06-19T21:04:46.000+0000,TISTUD-321,1.0,tistud,
nle,2011-04-26T06:38:05.000+0000,ingo,"At the very least, some more padding around the individual steps would be good, though perhaps using icons to indicate state might look good too.",Story,Medium,ingo,2011-11-28T09:31:44.000+0000,6,Closed,Done,"Make ""Run on Device"" iOS dialog prettier",2012-08-27T15:01:53.000+0000,TISTUD-320,1.0,tistud,
sgibly,2011-04-26T06:21:13.000+0000,ingo,"Running the BlackBerry emulator is similar to running the Android Emulator. The option is launched from the ""play"" menu in App Explorer and Project Explorer, and automatically appears for all projects with BlackBerry as a deploy target, The following options need to exist for the launch configuration:

* Simulator: This dropdown selects the simulator which will run your application. We've selected the 9550 simulator by default, as it has a touch interface, and is the easiest to drive with a mouse and keyboard
* Filter: This filters the amount of log output in the developer window based on the level selected. Info is default, Debug shows more than Info, and Trace shows more than Debug. With Blackberry Debug is normally as low as you need to go, Trace will have a lot of simulator messages that won't be useful in normal circumstances.
* Launch button: click this button to launch the selected Blackberry Simulator.
* Clear SDCard: Clear the sdcard on the next simulator launch. If you receive a ""ControlledAccessException"" while launching your app, you should stop the simulator, and click this on the next launch.

One the emulator launches, suggest showing a pop-up (which may be dismissed in future runs) that shows the user how to start their app:

""Locate your application in the ""Downloads"" section of the main Blackberry menu. You can do this by hitting the Blackberry key on the simulator, selecting the ""Downloads"" folder, and selecting your application.""",Story,High,ingo,2013-06-19T21:04:36.000+0000,6,Closed,Done,"Add BlackBerry ""Run on Emulator""",2013-06-19T21:04:36.000+0000,TISTUD-319,1.0,tistud,
sgibly,2011-04-26T06:16:57.000+0000,ingo,"Similar to Android, there will be a checkbox on the ""Create new project"" wizard in the ""Deployment Options"" section.

# User must have the BlackBerry tools installed, and be using a version of the TiMobile SDK that supports BlackBerry
# The BlackBerry tools only work on Windows, so the option would be grayed out on other platforms, indicating why it is grayed out.",Story,High,ingo,2013-06-19T21:04:18.000+0000,6,Closed,Done,Add BlackBerry option to Titanium Mobile New Project Wizard,2013-06-19T21:04:18.000+0000,TISTUD-318,1.0,tistud,
sgibly,2011-04-26T06:13:11.000+0000,ingo,"Confirm that the BlackBerry tooling here can be installed on top of Titanium Studio:

http://na.blackberry.com/eng/developers/javaappdev/javaplugin.jsp

If it cannot, we need to figure out what packaging changes to make to Titanium Studio in order for it to be able to work. If it turns out that it requires a whole bunch of things, like the Java editor, then we may want to consider requiring those who wish to do BlackBerry development to install Eclipse and use TiStudio as a plugin.",Story,High,ingo,2013-06-19T21:04:29.000+0000,6,Closed,Done,Confirm BlackBerry Tooling can install on top of Titanium Studio,2013-06-19T21:04:29.000+0000,TISTUD-317,1.0,tistud,
ingo,2011-04-22T06:19:29.000+0000,skypanther,"I'd like to be able to run a project (in the simulator/emulator at least) without having to import the project. This would be especially useful in a learning or training environment where we're working with many different projects. It would be helpful when users try out code from github, etc. Seems like tiapp.xml would give you all the info you need.",Story,Low,skypanther,2011-04-26T09:43:39.000+0000,6,Closed,Done,Add ability to run a project without importing it first,2012-01-10T09:03:39.000+0000,TISTUD-310,1.0,tistud,
stephentramer,2011-04-18T14:22:26.000+0000,mross@qtags.com,"When I try to include an external module (SMSDialog Module from https://github.com/omorandi/TiSMSDialog/tree/) and compile my app to run on the iPhone simulator I get the following error:

[ERROR] Error: Traceback (most recent call last):
  File ""/Library/Application Support/Titanium/mobilesdk/osx/1.6.1/iphone/builder.py"", line 1091, in main
    execute_xcode(""iphonesimulator%s"" % link_version,[""GCC_PREPROCESSOR_DEFINITIONS=__LOG__ID__=%s DEPLOYTYPE=development TI_DEVELOPMENT=1 DEBUG=1 TI_VERSION=%s"" % (log_id,sdk_version)],False)
  File ""/Library/Application Support/Titanium/mobilesdk/osx/1.6.1/iphone/builder.py"", line 1012, in execute_xcode
    output = run.run(args,False,False,o)
  File ""/Library/Application Support/Titanium/mobilesdk/osx/1.6.1/iphone/run.py"", line 39, in run
    sys.exit(rc)
SystemExit: 65


This same code compiles correctly using Titanium Developer version 1.2.2.
",Story,Low,mross@qtags.com,2012-12-10T22:40:59.000+0000,6,Closed,Done,Build error when using external module,2012-12-13T22:30:13.000+0000,TISTUD-302,1.0,tistud,
ayeung,2011-04-18T09:35:08.000+0000,ingo,Currently we check for http://api.appcelerator.net/p/v1/release-list. Allow the user to specify a new location to check. Suggest adding a preference to the Titanium pref page to allow a user to plug in a new URL.,Story,High,ingo,2011-04-19T14:34:09.000+0000,6,Closed,Done,Allow for override of Titanium SDK update check URL,2012-01-10T09:03:49.000+0000,TISTUD-300,1.0,tistud,
mstepanov,2011-04-18T08:05:46.000+0000,mculpepper,"We've recently implemented a new feature in Android called ""Fastdev"" that serves up Javascript and other files from the project's ""Resources"" folder directly to the app as it's running. The server itself is long running, and supports several launches of the app. Currently I'm spawning this as subprocess from builder.py, which seems to work from command line, but Eclipse still sees the ""Application installer"" script as running (I'm guessing because it is actually a subprocess). The solution would probably be to have the IDE run it directly if/when it isn't already running. The syntax for starting and stopping the server is pretty straight forward:

$MOBILESDK/android/fastdev.py start <path/to/project>
$MOBILESDK/android/fastdev.py stop <path/to/project>

You can check if the server is running by looking for an existing lock file in:

<path/to/project>/.fastdev.lock",Story,Medium,mculpepper,2011-05-19T16:29:06.000+0000,6,Closed,Done,Android: Fastdev Server Support,2012-08-13T15:50:57.000+0000,TISTUD-298,1.0,tistud,
ingo,2011-04-18T06:19:51.000+0000,paulkrefta,I'm using external app for SVN versioning and .svn directories are visible. Also .settings directory from Eclipse should be hidden I think :-),Story,Low,paulkrefta,2011-04-18T14:54:13.000+0000,6,Closed,Done,Ability to hide hidden files from App Explorer View,2012-01-10T09:03:48.000+0000,TISTUD-297,1.0,tistud,
ingo,2011-04-13T15:39:09.000+0000,ingo,"Ordinarily, we shouldn't allow the user to get this far in the process, but if they somehow manage to get here, we should alert the user to the error.",Story,Medium,ingo,2011-04-13T18:02:16.000+0000,6,Closed,Done,Notify user when mobile project creation fails,2012-01-10T09:03:48.000+0000,TISTUD-288,1.0,tistud,
shastaqapaulh,2011-04-12T11:39:50.000+0000,ingo,"Instead, let the user pick a default workspace on first launch.",Story,Medium,ingo,2011-04-13T19:50:34.000+0000,6,Closed,Done,Remove auto-setting of workspace directory in Titanium Studio,2012-01-10T09:03:48.000+0000,TISTUD-285,1.0,tistud,
pinnamuri,2011-04-06T10:42:00.000+0000,iotashan,"In another I-can't-name-it Eclipse based IDE, there's a feature where you can select things based on CamelCase, instead of by word, which is very handy.

Example: If I have code like this:

/pintley/ui/components/MoreRow.js

On OS X, if I put my cursor between ""Row"" and "".js"", hold down option-shift, and hit the left arrow, it would highlight ""Row"" instead of ""MoreRow"". It's a huge timesaver, but I can see that not everyone would like it. I just want the option.",Improvement,Medium,iotashan,2014-04-01T18:34:26.000+0000,6,Closed,Done,Allow selection by CamelCase,2014-07-18T16:42:24.000+0000,TISTUD-273,8.0,tistud,2014 Sprint 07
sgibly,2011-04-04T15:27:40.000+0000,ingo,"Similar to how web projects work. We have templates in the Titanium ruble. On project creation, once we have run the scripts, we then copy in the template files. We only have one titanium ruble at the moment--if necessary, we can create two, or somehow indicate the samples apply to mobile or desktop projects.",Story,High,ingo,2011-04-07T16:44:19.000+0000,6,Closed,Done,Add templates to Titanium project creation,2012-03-15T13:47:02.000+0000,TISTUD-268,1.0,tistud,
ayeung,2011-04-04T13:45:51.000+0000,ingo,"See attached image. Suggest the following:

----------
Titanium Studio >
Check for Titanium SDK Updates
Install Titanium SDK from URL...",Story,Medium,ingo,2011-04-04T15:54:18.000+0000,6,Closed,Done,Re-arrange Help menu options,2012-01-10T09:03:48.000+0000,TISTUD-267,1.0,tistud,
ayeung,2011-04-01T09:32:31.000+0000,ingo,"Using *Help > Install Titanium SDK from URL* a user can install a SDK from a URL. However, once the installation has been completed, we should pop a toast to indicate that the installation process has completed.",Story,Medium,ingo,2011-04-04T17:35:46.000+0000,6,Closed,Done,"Once a user has updated the SDK manually, alert the user that installation has completed successfully",2012-01-10T09:03:48.000+0000,TISTUD-260,1.0,tistud,
jfeemster,2011-03-31T14:55:17.000+0000,nhuynh,"We should have the ability to check the build number of the SDK that we are running in tiStudio. All the information is written to a text file called version.txt in the SDK folder
",Story,Medium,nhuynh,2011-04-14T14:34:20.000+0000,6,Closed,Done,Ability to check the build number for tiDesktop and tiMobile SDK in the about page,2012-06-14T15:31:24.000+0000,TISTUD-255,1.0,tistud,
cwilliams,2011-03-31T12:03:50.000+0000,ayeung,Git clone for kitchen sink takes around 3-4 minutes and the progress is stuck at 4%. It's somewhat confusing since I don't know whether something went wrong or it's just taking a while.  Some type of progress indicator would be nice,Story,Medium,ayeung,2011-04-19T15:04:52.000+0000,6,Closed,Done,Show progress when importing sample project,2012-01-10T09:03:48.000+0000,TISTUD-253,1.0,tistud,
shastaqapaulh,2011-03-30T10:28:27.000+0000,rpfeiffer,"Most developers I know have their own path for their development projects, often which they have been using for many years.

The Ti Studio needs the ability to change the default location to be whatever the end-developer  wants.

",Story,High,rpfeiffer,2011-04-12T11:40:18.000+0000,6,Closed,Done,Must be able to set your own Default Project Location,2012-01-10T09:03:48.000+0000,TISTUD-234,1.0,tistud,
pinnamuri,2011-03-30T09:37:20.000+0000,klindsey,"Following the JFF schema as a model, we should add ""name"" and ""description"" properties to the top-level object. ""version"" should be changed from a Number to a String. Schema changes will also require code changes to update the model and the processing of those properties in the JSCA files.",Story,Low,klindsey,,1,Open,To Do,Update JSCA top-level metadata for better version tracking,2015-04-13T17:01:00.000+0000,TISTUD-232,13.0,tistud,
sgibly,2011-03-29T14:04:41.000+0000,billdawson,"Would be great if when importing a project, it remembered the last folder you imported from and showed the Finder/Explorer starting there.  (Like Eclipse does).  I imagine people tuck their Ti projects away in a special folder, so having it default to the last project's folder makes it just one step away from the folder containing all their projects.",Story,Low,billdawson,2011-04-26T13:43:58.000+0000,6,Closed,Done,Remember last folder imported project from,2012-08-28T15:58:13.000+0000,TISTUD-216,1.0,tistud,
ingo,2011-03-29T13:54:43.000+0000,mculpepper,"When the user opens a debugging session, and switches to the debug perspective, only the Eclipse Debug button is left for re-launching the application while still in the Debug perspective. This makes the user experience somewhat inconsistent because (presumably) they will be launching from the Debug button inside the App Explorer (""Titanium"" perspective). If we have the App Explorer itself exist in both perspectives, it should give the same interface for launching to the user.",Story,Medium,mculpepper,2011-04-12T15:00:20.000+0000,6,Closed,Done,App Explorer view should transition to the Debug perspective,2012-08-27T15:47:31.000+0000,TISTUD-215,1.0,tistud,
sgibly,2011-03-29T11:22:40.000+0000,sgibly,"Currently, the deploy targets resources are only created when a project is created. There is no scripting support for updating the resources directory by a new set of targets.
To avoid any user confusion, we should probably hide those targets or gray them out with some info about the problem.
",Story,Medium,sgibly,2011-04-13T21:11:02.000+0000,6,Closed,Done,Disable or hide any deploy-targets that are not available in the project's resources directory,2012-08-27T15:55:34.000+0000,TISTUD-213,1.0,tistud,
sgibly,2011-03-29T11:13:01.000+0000,sgibly,"When importing a previously created titanium mobile project, the deploy-targets that were set for that project may not be compatible with the importing environment for various reasons like - missing SDKs or unsupported operating system.
The import project wizard should display to the user any detected issues before creating the project, and perhaps offer to fix them in some cases (such as grabbing a missing SDK).
 ",Story,Medium,sgibly,2011-05-09T15:38:56.000+0000,6,Closed,Done,Add deploy-targets validation when importing existing Mobile project,2012-08-13T15:45:34.000+0000,TISTUD-212,1.0,tistud,
stephentramer,2011-03-28T18:27:20.000+0000,nhuynh,"Steps to Reproduce:
1. Create a new iOS project
2. Run as iOS device
3. See the console 

Actual:
/Library/Application Support/Titanium/mobilesdk/osx/1.7.0/iphone/itunes_sync.scpt: execution error: iTunes got an error: Can't continue update. (-1708)

Expected:
No error",Story,Low,nhuynh,2011-03-29T17:31:20.000+0000,6,Closed,Done,Running project on iOS device gives an itunes error,2013-08-14T10:08:45.000+0000,TISTUD-209,1.0,tistud,
cwilliams,2011-03-28T16:50:09.000+0000,mstepanov,"Currently user has to reenter all fields in Android Distribute dialog.
It would be more convenient to save and reuse them.",Story,Medium,mstepanov,2011-04-01T07:36:48.000+0000,6,Closed,Done,Save parameters in Android Distribute dialog for later reuse,2012-08-28T09:22:57.000+0000,TISTUD-204,1.0,tistud,
sgibly,2011-03-28T15:23:11.000+0000,thomashuelbert,"In an ideal world, no user modifications would be required for a project creating in TiDev and brought into tiStudio. Not sure if thats possible or a goal, but we wanted to log it.

the issues we have encountered:
TISTUD-198
TISTUD-199
",Story,Medium,thomashuelbert,2011-04-12T14:14:39.000+0000,6,Closed,Done,Allow importing of existing projects without user modifications,2012-08-27T15:48:43.000+0000,TISTUD-201,1.0,tistud,
pinnamuri,2011-03-28T15:19:55.000+0000,nhuynh,"Steps to Reproduce:
1. Create a new project from tiDev
2. Import the project to tiStudio
3. open tiapp.xml

Actual:
there are errors that the user need to resolve, but they do not see that indication until file is open

Expected:
To indicate to the user that there is an error on the project when they import
",Story,Low,nhuynh,,1,Open,To Do,Tiapp: surface errors/warnings in Overview Editor to Problem view and as project file decorators,2015-04-13T17:00:55.000+0000,TISTUD-200,20.0,tistud,
ayeung,2011-03-28T10:10:15.000+0000,ingo,"Looking at the samples view, it should have a few extra items:

1) A description of the sample in question.
2) Allow the sample to be ""tagged"" with a variety of text phrases. We could use that for sorting/filtering.
",Story,Medium,ingo,2011-04-19T14:32:24.000+0000,6,Closed,Done,Update Samples view to include some sort of descriptive text and platform specifications,2013-01-03T00:53:04.000+0000,TISTUD-195,1.0,tistud,
